"AverageShortestPathLength","Betweenness","Closeness","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Eigenvector","Interactor Type","IsSingleNode","name","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Short Label","Species (NCBI TAX ID)","Species Full Name","Species Short Label","Stress","Subgragh","synonym","systematic name"
,,,,,,,,"protein",,"PRKRIR",,"false",,"PRKRIR","PRKRIR","9606","Homo sapiens","Human",,,"THAP12",""
,,,,,,,,"protein",,"ICOS",,"false",,"ICOS","ICOS","9606","Homo sapiens","Human",,,"CVID1",""
,,,,,,,,"protein",,"ICOSLG",,"false",,"ICOSLG","ICOSLG","9606","Homo sapiens","Human",,,"LICOS",""
,"16.988170589144826","0.5067911714770797",,,"16.0",,"0.03975171968340874","protein",,"SEPT9",,"true",,"SEPT9","SEPT9","9606","Homo sapiens","Human",,,"SeptD1",""
,,,,,,,,"gene",,"RB1CC1",,"false",,"RB1CC1","RB1CC1","9606","Homo sapiens","Human",,,"PPP1R131",""
,,,,,,,,"gene",,"PTK2B",,"false",,"PTK2B","PTK2B","9606","Homo sapiens","Human",,,"RAFTK",""
,,,,,,,,"gene",,"PSEN2",,"false",,"PSEN2","PSEN2","9606","Homo sapiens","Human",,,"STM2",""
,,,,,,,,"gene",,"CIB1",,"false",,"CIB1","CIB1","9606","Homo sapiens","Human",,,"SIP2-28",""
,"8.442071152605797","0.5056360708534622",,,"16.0",,"0.020014479756355286","protein",,"LIG1",,"false",,"LIG1","LIG1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"CCNO",,"false",,"CCNO","CCNO","9606","Homo sapiens","Human",,,"UDG2",""
,,,,,,,,"protein",,"GJD3",,"false",,"GJD3","GJD3","9606","Homo sapiens","Human",,,"GJC1",""
,,,,,,,,"protein",,"CDK5R2",,"false",,"CDK5R2","CDK5R2","9606","Homo sapiens","Human",,,"p39nck5ai",""
,,,,,,,,"protein",,"PYGB",,"false",,"PYGB","PYGB","9606","Homo sapiens","Human",,,"GPBB","RP5-965G21.1"
,,,,,,,,"protein",,"FBXO18",,"false",,"FBXO18","FBXO18","9606","Homo sapiens","Human",,,"Fbx18","RP11-536K7.6"
,,,,,,,,"ribonucleic acid",,"HOXA-AS2",,"false",,"HOXA-AS2","HOXA-AS2","9606","Homo sapiens","Human",,,"HOXA3as",""
,,,,,,,,"ribonucleic acid",,"MEG8",,"false",,"MEG8","MEG8","9606","Homo sapiens","Human",,,"Rian","RP11-909M7.1"
,,,,,,,,"protein",,"PHLDB2",,"false",,"PHLDB2","PHLDB2","9606","Homo sapiens","Human",,,"LL5beta",""
,,,,,,,,"ribonucleic acid",,"HIF1A-AS2",,"false",,"HIF1A-AS2","HIF1A-AS2","9606","Homo sapiens","Human",,,"aHIF",""
,,,,,,,,"protein",,"PPP1R14D",,"false",,"PPP1R14D","PPP1R14D","9606","Homo sapiens","Human",,,"GBPI1",""
,,,,,,,,"protein",,"FTCD",,"false",,"FTCD","FTCD","9606","Homo sapiens","Human",,,"LCHC1",""
,,,,,,,,"protein",,"SCIN",,"false",,"SCIN","SCIN","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"CASQ1",,"false",,"CASQ1","CASQ1","9606","Homo sapiens","Human",,,"PDIB1","RP11-536C5.6"
,,,,,,,,"protein",,"GALNT9",,"false",,"GALNT9","GALNT9","9606","Homo sapiens","Human",,,"GALNACT9",""
,,,,,,,,"protein",,"REV3L",,"false",,"REV3L","REV3L","9606","Homo sapiens","Human",,,"REV3","RP5-1112D6.1"
,,,,,,,,"protein",,"ATP10B",,"false",,"ATP10B","ATP10B","9606","Homo sapiens","Human",,,"ATPVB",""
,,,,,,,,"protein",,"TRPM2",,"false",,"TRPM2","TRPM2","9606","Homo sapiens","Human",,,"TRPC7",""
,,,,,,,,"protein",,"SYNE2",,"false",,"SYNE2","SYNE2","9606","Homo sapiens","Human",,,"TROPH",""
,,,,,,,,"protein",,"US6",,"false",,"US6","US6","10298","Human Herpesvirus 1","Human Herpesvirus 1",,,"","HHV1gp096"
,,,,,,,,"ribonucleic acid",,"HLA-A",,"false",,"HLA-A","HLA-A","9606","Homo sapiens","Human",,,"HLAA","DAQB-90C11.16-002"
,,,,,,,,"protein",,"HELB",,"false",,"HELB","HELB","9606","Homo sapiens","Human",,,"hDHB",""
,,,,,,,,"protein",,"STK17B",,"false",,"STK17B","STK17B","9606","Homo sapiens","Human",,,"DRAK2",""
,,,,,,,,"protein",,"STK17A",,"false",,"STK17A","STK17A","9606","Homo sapiens","Human",,,"DRAK1",""
,,,,,,,,"protein",,"CDR2",,"false",,"CDR2","CDR2","9606","Homo sapiens","Human",,,"Yo",""
,,,,,,,,"protein",,"RPL17-C18orf32",,"false",,"RPL17-C18orf32","RPL17-C18orf32","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"BAG1",,"false",,"BAG1","BAG1","9606","Homo sapiens","Human",,,"RAP46","RP11-326F20.2"
,,,,,,,,"protein",,"ATP5SL",,"false",,"ATP5SL","ATP5SL","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"EFNA4",,"false",,"EFNA4","EFNA4","9606","Homo sapiens","Human",,,"LERK4",""
,,,,,,,,"protein",,"ZCCHC2",,"false",,"ZCCHC2","ZCCHC2","9606","Homo sapiens","Human",,,"C18orf49",""
,,,,,,,,"protein",,"TXLNGY",,"false",,"TXLNGY","TXLNGY","9606","Homo sapiens","Human",,,"TXLNG2P","hCG_1987333"
,,,,,,,,"protein",,"FOXF2",,"false",,"FOXF2","FOXF2","9606","Homo sapiens","Human",,,"FREAC2",""
,"0.0","0.5004191114836547",,,"1.0",,"0.009098297916352749","protein",,"RUFY2",,"true",,"RUFY2","RUFY2","9606","Homo sapiens","Human",,,"ZFYVE13","RP11-153K11.2"
,,,,,,,,"protein",,"ZNF652",,"false",,"ZNF652","ZNF652","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TMEM167A",,"false",,"TMEM167A","TMEM167A","9606","Homo sapiens","Human",,,"TMEM167",""
,,,,,,,,"protein",,"RUFY1",,"false",,"RUFY1","RUFY1","9606","Homo sapiens","Human",,,"ZFYVE12",""
,,,,,,,,"protein",,"FAM168B",,"false",,"FAM168B","FAM168B","9606","Homo sapiens","Human",,,"MANI",""
,,,,,,,,"protein",,"FAM135A",,"false",,"FAM135A","FAM135A","9606","Homo sapiens","Human",,,"KIAA1411","RP1-198I9.1"
,"4.195613740037097","0.5064516129032258",,,"21.0",,"0.02602403610944748","protein",,"FBXO44",,"false",,"FBXO44","FBXO44","9606","Homo sapiens","Human",,,"Fbxo6a","RP3-330O12.2"
,,,,,,,,"gene",,"MBD1",,"false",,"MBD1","MBD1","9606","Homo sapiens","Human",,,"RFT",""
,,,,,,,,"gene",,"BRD3",,"false",,"BRD3","BRD3","9606","Homo sapiens","Human",,,"RING3L","RP11-374P20.3"
,,,,,,,,"protein",,"FBXL3",,"false",,"FBXL3","FBXL3","9606","Homo sapiens","Human",,,"FBXL3A",""
,,,,,,,,"gene",,"PRMT7",,"false",,"PRMT7","PRMT7","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"FBXW2",,"false",,"FBXW2","FBXW2","9606","Homo sapiens","Human",,,"Md6","RP11-88M19.2"
,,,,,,,,"gene",,"KDM4A",,"false",,"KDM4A","KDM4A","9606","Homo sapiens","Human",,,"TDRD14A",""
,,,,,,,,"protein",,"FBXO7",,"false",,"FBXO7","FBXO7","9606","Homo sapiens","Human",,,"PKPS","LL22NC03-28H9.2"
,,,,,,,,"gene",,"KDM2B",,"false",,"KDM2B","KDM2B","9606","Homo sapiens","Human",,,"PCCX2",""
,,,,,,,,"protein",,"TKT",,"false",,"TKT","TKT","9606","Homo sapiens","Human",,,"TKT1",""
,,,,,,,,"gene",,"EZH1",,"false",,"EZH1","EZH1","9606","Homo sapiens","Human",,,"KMT6B",""
,,,,,,,,"gene",,"LCP2",,"false",,"LCP2","LCP2","9606","Homo sapiens","Human",,,"SLP76",""
,,,,,,,,"gene",,"EZH2",,"false",,"EZH2","EZH2","9606","Homo sapiens","Human",,,"WVS2",""
,,,,,,,,"gene",,"PHF8",,"false",,"PHF8","PHF8","9606","Homo sapiens","Human",,,"ZNF422","RP13-444K19.2"
,,,,,,,,"protein",,"LIMK2",,"false",,"LIMK2","LIMK2","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"MBD2",,"false",,"MBD2","MBD2","9606","Homo sapiens","Human",,,"NY-CO-41",""
,,,,,,,,"protein",,"MLC1",,"false",,"MLC1","MLC1","9606","Homo sapiens","Human",,,"VL","RP3-355C18.4"
,,,,,,,,"gene",,"NSD1",,"false",,"NSD1","NSD1","9606","Homo sapiens","Human",,,"STO",""
,,,,,,,,"protein",,"FCN3",,"false",,"FCN3","FCN3","9606","Homo sapiens","Human",,,"HAKA1","RP11-4K3__A.8"
,,,,,,,,"gene",,"KDM3A",,"false",,"KDM3A","KDM3A","9606","Homo sapiens","Human",,,"TSGA",""
,,,,,,,,"protein",,"GCAT",,"false",,"GCAT","GCAT","9606","Homo sapiens","Human",,,"KBL",""
,,,,,,,,"gene",,"KDM6B",,"false",,"KDM6B","KDM6B","9606","Homo sapiens","Human",,,"JMJD3",""
,,,,,,,,"protein",,"TDH",,"false",,"TDH","TDH","9606","Homo sapiens","Human",,,"SDR14E1P",""
,,,,,,,,"gene",,"KDM4C",,"false",,"KDM4C","KDM4C","9606","Homo sapiens","Human",,,"bA146B14.1","RP11-169L18.1"
,,,,,,,,"gene",,"KDM5A",,"false",,"KDM5A","KDM5A","9606","Homo sapiens","Human",,,"RBP2",""
,"0.6897446129289704","0.5021026072329688",,,"5.0",,"0.02048773691058159","protein",,"RAPGEF6",,"true",,"RAPGEF6","RAPGEF6","9606","Homo sapiens","Human",,,"RAGEF2",""
,,,,,,,,"gene",,"PRMT6",,"false",,"PRMT6","PRMT6","9606","Homo sapiens","Human",,,"HRMT1L6",""
,,,,,,,,"gene",,"PHF2",,"false",,"PHF2","PHF2","9606","Homo sapiens","Human",,,"JHDM1E",""
,,,,,,,,"protein",,"RIN2",,"false",,"RIN2","RIN2","9606","Homo sapiens","Human",,,"RASSF4","RP1-122P22.2"
,,,,,,,,"protein",,"VPS45",,"false",,"VPS45","VPS45","9606","Homo sapiens","Human",,,"VSP45A","RP11-458I7.2"
,,,,,,,,"gene",,"ING3",,"false",,"ING3","ING3","9606","Homo sapiens","Human",,,"p47ING3","HSPC301"
,,,,,,,,"gene",,"KDM1B",,"false",,"KDM1B","KDM1B","9606","Homo sapiens","Human",,,"dJ298J15.2","RP1-298J15.1"
,,,,,,,,"protein",,"RBSN",,"false",,"RBSN","RBSN","9606","Homo sapiens","Human",,,"ZFYVE20",""
,,,,,,,,"gene",,"BMI1",,"false",,"BMI1","BMI1","9606","Homo sapiens","Human",,,"RNF51","RP11-573G6.1"
,,,,,,,,"protein",,"SKIDA1",,"false",,"SKIDA1","SKIDA1","9606","Homo sapiens","Human",,,"DLN-1",""
,,,,,,,,"protein",,"GALNT8",,"false",,"GALNT8","GALNT8","9606","Homo sapiens","Human",,,"GALNAC-T8",""
,,,,,,,,"protein",,"ZNF678",,"false",,"ZNF678","ZNF678","9606","Homo sapiens","Human",,,"","RP4-566D2.2"
,,,,,,,,"protein",,"PDHA2",,"false",,"PDHA2","PDHA2","9606","Homo sapiens","Human",,,"PDHAL","hCG_1643458"
,,,,,,,,"protein",,"PMF1-BGLAP",,"false",,"PMF1-BGLAP","PMF1-BGLAP","9606","Homo sapiens","Human",,,"PMF1",""
,,,,,,,,"protein",,"SLURP1",,"false",,"SLURP1","SLURP1","9606","Homo sapiens","Human",,,"MDM",""
,,,,,,,,"protein",,"MFAP4",,"false",,"MFAP4","MFAP4","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"LINC01483",,"false",,"LINC01483","LINC01483","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"RGS22",,"false",,"RGS22","RGS22","9606","Homo sapiens","Human",,,"PRTD-NY2",""
,,,,,,,,"protein",,"GMEB2",,"false",,"GMEB2","GMEB2","9606","Homo sapiens","Human",,,"PIF79","RP4-663D7.1"
,,,,,,,,"protein",,"OR14K1",,"false",,"OR14K1","OR14K1","9606","Homo sapiens","Human",,,"OR5AY1",""
,,,,,,,,"protein",,"CPN1",,"false",,"CPN1","CPN1","9606","Homo sapiens","Human",,,"SCPN",""
,,,,,,,,"protein",,"ASPHD1",,"false",,"ASPHD1","ASPHD1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"BACE2",,"false",,"BACE2","BACE2","9606","Homo sapiens","Human",,,"DRAP","CDA13"
,,,,,,,,"protein",,"C6orf10",,"false",,"C6orf10","C6orf10","9606","Homo sapiens","Human",,,"TSBP","DAAP-279L6.1"
,,,,,,,,"protein",,"APOBEC4",,"false",,"APOBEC4","APOBEC4","9606","Homo sapiens","Human",,,"C1orf169",""
,,,,,,,,"gene",,"SMAD7",,"false",,"SMAD7","SMAD7","9606","Homo sapiens","Human",,,"MADH8",""
,,,,,,,,"gene",,"STRAP",,"false",,"STRAP","STRAP","9606","Homo sapiens","Human",,,"UNRIP",""
,,,,,,,,"protein",,"C20orf166-AS1",,"false",,"C20orf166-AS1","C20orf166-AS1","9606","Homo sapiens","Human",,,"NCRNA00335",""
,,,,,,,,"protein",,"SLC16A4",,"false",,"SLC16A4","SLC16A4","9606","Homo sapiens","Human",,,"MCT5","RP5-1074L1.3"
,,,,,,,,"protein",,"LOC401052",,"false",,"LOC401052","LOC401052","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"protein",,"TECRL",,"false",,"TECRL","TECRL","9606","Homo sapiens","Human",,,"TERL",""
,,,,,,,,"protein",,"ATP2B2",,"false",,"ATP2B2","ATP2B2","9606","Homo sapiens","Human",,,"PMCA2i",""
,,,,,,,,"protein",,"PUS3",,"false",,"PUS3","PUS3","9606","Homo sapiens","Human",,,"2610020J05Rik","FKSG32"
,,,,,,,,"protein",,"SHKBP1",,"false",,"SHKBP1","SHKBP1","9606","Homo sapiens","Human",,,"Sb1","PP203"
,,,,,,,,"protein",,"U24",,"false",,"U24","U24","10372","Human Herpesvirus 7","Human T Lymphotrophic Virus",,,"","HHV7_gp21"
,,,,,,,,"protein",,"TAOK2",,"false",,"TAOK2","TAOK2","9606","Homo sapiens","Human",,,"TAO2","UNQ2971/PRO7431"
,,,,,,,,"protein",,"U24",,"false",,"U24","U24","32603","Human Herpesvirus 6A","Human Herpesvirus 6A",,,"","HHV6gp020"
,,,,,,,,"protein",,"CSAG3",,"false",,"CSAG3","CSAG3","9606","Homo sapiens","Human",,,"CT24.2","hCG_1740678"
,,,,,,,,"protein",,"TMLHE",,"false",,"TMLHE","TMLHE","9606","Homo sapiens","Human",,,"XAP130",""
,,,,,,,,"protein",,"ELAC1",,"false",,"ELAC1","ELAC1","9606","Homo sapiens","Human",,,"D29",""
,,,,,,,,"protein",,"BACE1",,"false",,"BACE1","BACE1","9606","Homo sapiens","Human",,,"HSPC104",""
,,,,,,,,"protein",,"ANXA7",,"false",,"ANXA7","ANXA7","9606","Homo sapiens","Human",,,"SYNEXIN","RP11-537A6.8"
,,,,,,,,"protein",,"NLRP6",,"false",,"NLRP6","NLRP6","9606","Homo sapiens","Human",,,"PYPAF5",""
,,,,,,,,"protein",,"PI4K2A",,"false",,"PI4K2A","PI4K2A","9606","Homo sapiens","Human",,,"PIK42A","RP11-548K23.6"
,,,,,,,,"protein",,"SCUBE2",,"false",,"SCUBE2","SCUBE2","9606","Homo sapiens","Human",,,"CEGP1",""
,,,,,,,,"protein",,"CALD1",,"false",,"CALD1","CALD1","9606","Homo sapiens","Human",,,"NAG22",""
,,,,,,,,"protein",,"TUB",,"false",,"TUB","TUB","9606","Homo sapiens","Human",,,"rd5",""
,,,,,,,,"gene",,"WARS2",,"false",,"WARS2","WARS2","9606","Homo sapiens","Human",,,"TrpRS",""
,,,,,,,,"protein",,"LAX1",,"false",,"LAX1","LAX1","9606","Homo sapiens","Human",,,"LAX",""
,,,,,,,,"gene",,"TUBGCP5",,"false",,"TUBGCP5","TUBGCP5","9606","Homo sapiens","Human",,,"GCP5",""
,,,,,,,,"gene",,"TRPM7",,"false",,"TRPM7","TRPM7","9606","Homo sapiens","Human",,,"TRP-PLIK",""
,,,,,,,,"protein",,"SOCS7",,"false",,"SOCS7","SOCS7","9606","Homo sapiens","Human",,,"NCKAP4",""
,,,,,,,,"gene",,"SKIL",,"false",,"SKIL","SKIL","9606","Homo sapiens","Human",,,"SnoN",""
,,,,,,,,"gene",,"RPL8",,"false",,"RPL8","RPL8","9606","Homo sapiens","Human",,,"L8",""
,,,,,,,,"gene",,"RNF20",,"false",,"RNF20","RNF20","9606","Homo sapiens","Human",,,"hBRE1",""
,,,,,,,,"gene",,"SMAD4",,"false",,"SMAD4","SMAD4","9606","Homo sapiens","Human",,,"MYHRS",""
,,,,,,,,"gene",,"SMAD3",,"false",,"SMAD3","SMAD3","9606","Homo sapiens","Human",,,"MADH3",""
,,,,,,,,"gene",,"SPATA5",,"false",,"SPATA5","SPATA5","9606","Homo sapiens","Human",,,"SPAF",""
,,,,,,,,"gene",,"SMAD2",,"false",,"SMAD2","SMAD2","9606","Homo sapiens","Human",,,"hSMAD2",""
,,,,,,,,"gene",,"POLR2B",,"false",,"POLR2B","POLR2B","9606","Homo sapiens","Human",,,"hRPB140",""
,,,,,,,,"gene",,"SNW1",,"false",,"SNW1","SNW1","9606","Homo sapiens","Human",,,"SKIP",""
,,,,,,,,"gene",,"NUP85",,"false",,"NUP85","NUP85","9606","Homo sapiens","Human",,,"Nup75",""
,,,,,,,,"gene",,"PPAT",,"false",,"PPAT","PPAT","9606","Homo sapiens","Human",,,"PRAT",""
,,,,,,,,"protein",,"ATG7",,"false",,"ATG7","ATG7","9606","Homo sapiens","Human",,,"GSA7",""
,,,,,,,,"protein",,"ERO1LB",,"false",,"ERO1LB","ERO1LB","9606","Homo sapiens","Human",,,"","RP5-985L19.2"
,,,,,,,,"gene",,"NSMCE4A",,"false",,"NSMCE4A","NSMCE4A","9606","Homo sapiens","Human",,,"NSE4A","PP4762"
,,,,,,,,"gene",,"NOL9",,"false",,"NOL9","NOL9","9606","Homo sapiens","Human",,,"NET6",""
,,,,,,,,"protein",,"ERO1L",,"false",,"ERO1L","ERO1L","9606","Homo sapiens","Human",,,"ERO1LA","UNQ434/PRO865"
,,,,,,,,"protein",,"EDARADD",,"false",,"EDARADD","EDARADD","9606","Homo sapiens","Human",,,"EDA3","RP4-670F13.1"
,,,,,,,,"gene",,"NOL10",,"false",,"NOL10","NOL10","9606","Homo sapiens","Human",,,"PQBP5",""
,,,,,,,,"protein",,"EDAR",,"false",,"EDAR","EDAR","9606","Homo sapiens","Human",,,"HRM1",""
,,,,,,,,"gene",,"NOC2L",,"false",,"NOC2L","NOC2L","9606","Homo sapiens","Human",,,"PPP1R112",""
,,,,,,,,"protein",,"COG6",,"false",,"COG6","COG6","9606","Homo sapiens","Human",,,"SHNS","RP11-304M3.3"
,,,,,,,,"gene",,"MTHFD2",,"false",,"MTHFD2","MTHFD2","9606","Homo sapiens","Human",,,"NMDMC",""
,,,,,,,,"protein",,"COG8",,"false",,"COG8","COG8","9606","Homo sapiens","Human",,,"DOR1","hCG_2027080"
,,,,,,,,"gene",,"MRPS30",,"false",,"MRPS30","MRPS30","9606","Homo sapiens","Human",,,"S30mt","BM-047"
,,,,,,,,"protein",,"COG3",,"false",,"COG3","COG3","9606","Homo sapiens","Human",,,"SEC34",""
,,,,,,,,"gene",,"RPL5",,"false",,"RPL5","RPL5","9606","Homo sapiens","Human",,,"PPP1R135","MSTP030"
,,,,,,,,"gene",,"SKIV2L2",,"false",,"SKIV2L2","SKIV2L2","9606","Homo sapiens","Human",,,"fSAP118",""
,,,,,,,,"protein",,"FBXO5",,"false",,"FBXO5","FBXO5","9606","Homo sapiens","Human",,,"Fbxo31","RP1-101K10.5"
,,,,,,,,"gene",,"MRPL3",,"false",,"MRPL3","MRPL3","9606","Homo sapiens","Human",,,"RPML3",""
,,,,,,,,"protein",,"UCN3",,"false",,"UCN3","UCN3","9606","Homo sapiens","Human",,,"UCNIII",""
,,,,,,,,"gene",,"SF3B1",,"false",,"SF3B1","SF3B1","9606","Homo sapiens","Human",,,"SF3b155",""
,,,,,,,,"protein",,"UCN2",,"false",,"UCN2","UCN2","9606","Homo sapiens","Human",,,"URP",""
,,,,,,,,"gene",,"MRPL15",,"false",,"MRPL15","MRPL15","9606","Homo sapiens","Human",,,"RPML7","HSPC145"
,,,,,,,,"gene",,"MRPL50",,"false",,"MRPL50","MRPL50","9606","Homo sapiens","Human",,,"MRP-L50",""
,,,,,,,,"gene",,"RPTOR",,"false",,"RPTOR","RPTOR","9606","Homo sapiens","Human",,,"Mip1",""
,,,,,,,,"gene",,"MCM3",,"false",,"MCM3","MCM3","9606","Homo sapiens","Human",,,"RLFB","RP1-108C2.3"
,,,,,,,,"gene",,"TOMM22",,"false",,"TOMM22","TOMM22","9606","Homo sapiens","Human",,,"TOM22",""
,,,,,,,,"protein",,"PARD6G",,"false",,"PARD6G","PARD6G","9606","Homo sapiens","Human",,,"PAR6gamma",""
,,,,,,,,"gene",,"MRPL18",,"false",,"MRPL18","MRPL18","9606","Homo sapiens","Human",,,"MRP-L18","HSPC071"
,,,,,,,,"protein",,"NPB",,"false",,"NPB","NPB","9606","Homo sapiens","Human",,,"PPNPB",""
,,,,,,,,"gene",,"TIMM9",,"false",,"TIMM9","TIMM9","9606","Homo sapiens","Human",,,"TIM9A",""
,,,,,,,,"gene",,"MRPS27",,"false",,"MRPS27","MRPS27","9606","Homo sapiens","Human",,,"S27mt",""
,,,,,,,,"protein",,"NPW",,"false",,"NPW","NPW","9606","Homo sapiens","Human",,,"PPNPW",""
,,,,,,,,"protein",,"NPBWR1",,"false",,"NPBWR1","NPBWR1","9606","Homo sapiens","Human",,,"GPR7",""
,,,,,,,,"gene",,"TUBGCP3",,"false",,"TUBGCP3","TUBGCP3","9606","Homo sapiens","Human",,,"Spc98p","RP11-480K16.2"
,,,,,,,,"gene",,"XIAP",,"false",,"XIAP","XIAP","9606","Homo sapiens","Human",,,"hIAP3","RP1-315G1.5"
,,,,,,,,"gene",,"MED10",,"false",,"MED10","MED10","9606","Homo sapiens","Human",,,"TRG20","L6"
,,,,,,,,"gene",,"CASP8",,"false",,"CASP8","CASP8","9606","Homo sapiens","Human",,,"MCH5",""
,,,,,,,,"gene",,"TSEN2",,"false",,"TSEN2","TSEN2","9606","Homo sapiens","Human",,,"SEN2L",""
,,,,,,,,"gene",,"CASP9",,"false",,"CASP9","CASP9","9606","Homo sapiens","Human",,,"PPP1R56","RP11-265F14.3"
,,,,,,,,"gene",,"SLC7A6OS",,"false",,"SLC7A6OS","SLC7A6OS","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"BCL2L1",,"false",,"BCL2L1","BCL2L1","9606","Homo sapiens","Human",,,"bcl-xS","RP5-857M17.3"
,,,,,,,,"gene",,"SLC7A1",,"false",,"SLC7A1","SLC7A1","9606","Homo sapiens","Human",,,"REC1L","RP11-274A8.1"
,,,,,,,,"gene",,"RPL27",,"false",,"RPL27","RPL27","9606","Homo sapiens","Human",,,"L27",""
,,,,,,,,"gene",,"BCL2",,"false",,"BCL2","BCL2","9606","Homo sapiens","Human",,,"PPP1R50",""
,,,,,,,,"gene",,"CASP2",,"false",,"CASP2","CASP2","9606","Homo sapiens","Human",,,"PPP1R57",""
,,,,,,,,"gene",,"RBFA",,"false",,"RBFA","RBFA","9606","Homo sapiens","Human",,,"HsT169",""
,,,,,,,,"gene",,"PSMC6",,"false",,"PSMC6","PSMC6","9606","Homo sapiens","Human",,,"p42",""
,,,,,,,,"gene",,"NAT10",,"false",,"NAT10","NAT10","9606","Homo sapiens","Human",,,"NET43",""
,,,,,,,,"gene",,"MRPS35",,"false",,"MRPS35","MRPS35","9606","Homo sapiens","Human",,,"MRPS28","HDCMD11P"
,,,,,,,,"protein",,"UTS2",,"false",,"UTS2","UTS2","9606","Homo sapiens","Human",,,"UII","UNQ525/PRO1068"
,,,,,,,,"gene",,"MRPS28",,"false",,"MRPS28","MRPS28","9606","Homo sapiens","Human",,,"MRPS35","HSPC007"
,,,,,,,,"gene",,"MRPS25",,"false",,"MRPS25","MRPS25","9606","Homo sapiens","Human",,,"RPMS25",""
,,,,,,,,"protein",,"REST",,"false",,"REST","REST","9606","Homo sapiens","Human",,,"XBR",""
,,,,,,,,"protein",,"PTAFR",,"false",,"PTAFR","PTAFR","9606","Homo sapiens","Human",,,"PAFR",""
,,,,,,,,"gene",,"MRPL43",,"false",,"MRPL43","MRPL43","9606","Homo sapiens","Human",,,"bMRP36a","RP11-108L7.13-001"
,,,,,,,,"gene",,"MRPL39",,"false",,"MRPL39","MRPL39","9606","Homo sapiens","Human",,,"RPML5","MSTP003"
,,,,,,,,"protein",,"CNOT4",,"false",,"CNOT4","CNOT4","9606","Homo sapiens","Human",,,"NOT4H",""
,,,,,,,,"gene",,"MRPL33",,"false",,"MRPL33","MRPL33","9606","Homo sapiens","Human",,,"RPL33L",""
,,,,,,,,"gene",,"MRPL24",,"false",,"MRPL24","MRPL24","9606","Homo sapiens","Human",,,"MRP-L24",""
,,,,,,,,"protein",,"COLQ",,"false",,"COLQ","COLQ","9606","Homo sapiens","Human",,,"EAD",""
,,,,,,,,"gene",,"MRPL10",,"false",,"MRPL10","MRPL10","9606","Homo sapiens","Human",,,"RPML8",""
,,,,,,,,"gene",,"MRPL57",,"false",,"MRPL57","MRPL57","9606","Homo sapiens","Human",,,"bMRP63",""
,,,,,,,,"protein",,"BCHE",,"false",,"BCHE","BCHE","9606","Homo sapiens","Human",,,"E1",""
,,,,,,,,"protein",,"DAZAP1",,"false",,"DAZAP1","DAZAP1","9606","Homo sapiens","Human",,,"",""
,,,,,,,,"gene",,"NSMCE1",,"false",,"NSMCE1","NSMCE1","9606","Homo sapiens","Human",,,"NSE1","HSPC333"
,,,,,,,,"protein",,"NDE1",,"false",,"NDE1","NDE1","9606","Homo sapiens","Human",,,"NUDE1",""
,,,,,,,,"gene",,"MRPL46",,"false",,"MRPL46","MRPL46","9606","Homo sapiens","Human",,,"P2ECSL",""
,,,,,,,,"gene",,"MRPL42",,"false",,"MRPL42","MRPL42","9606","Homo sapiens","Human",,,"S32MT","HSPC204"
,,,,,,,,"protein",,"LARP4B",,"false",,"LARP4B","LARP4B","9606","Homo sapiens","Human",,,"LARP5","RP11-164C1.3"
,,,,,,,,"gene",,"MRPL37",,"false",,"MRPL37","MRPL37","9606","Homo sapiens","Human",,,"RPML2","HSPC235"
,,,,,,,,"protein",,"RRAGB",,"false",,"RRAGB","RRAGB","9606","Homo sapiens","Human",,,"bA465E19.1","RP11-465E19.1"
,,,,,,,,"gene",,"MED24",,"false",,"MED24","MED24","9606","Homo sapiens","Human",,,"TRAP100",""
,,,,,,,,"gene",,"HYPK",,"false",,"HYPK","HYPK","9606","Homo sapiens","Human",,,"C15orf63","HSPC136"
,,,,,,,,"protein",,"SETBP1",,"false",,"SETBP1","SETBP1","9606","Homo sapiens","Human",,,"SEB",""
,,,,,,,,"gene",,"RFC5",,"false",,"RFC5","RFC5","9606","Homo sapiens","Human",,,"RFC36",""
,,,,,,,,"gene",,"RFC4",,"false",,"RFC4","RFC4","9606","Homo sapiens","Human",,,"RFC37",""
,,,,,,,,"protein",,"IRX4",,"false",,"IRX4","IRX4","9606","Homo sapiens","Human",,,"IRXA3",""
,,,,,,,,"protein",,"PPRC1",,"false",,"PPRC1","PPRC1","9606","Homo sapiens","Human",,,"PRC",""
